Dataset,Model,Model architecture,Model index,Model params,Other params,Training time,Inference time,MAE,MAPE,MSE,RMSE,WAPE
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_12,LSTM,12,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",6620.16912746,5.75383067,1.11188474,0.00576439,2.80451740,1.32850411,0.00576624
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_6,LSTM,6,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5887.98640037,6.08347964,3.09874420,0.01573889,20.71547045,3.68120583,0.01575693
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_13,LSTM,13,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",7521.19715643,6.32894945,1.09640955,0.00567189,2.70797000,1.31207730,0.00567348
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_7,LSTM,7,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",7192.91514730,6.97486639,3.01878703,0.01529246,19.58926735,3.58901182,0.01530806
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_14,LSTM,14,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9910.90966749,10.20754766,1.09501537,0.00567286,2.69939718,1.31072096,0.00567454
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_8,LSTM,8,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",10301.45757771,10.35548019,2.99896597,0.01516614,19.24962564,3.56784462,0.01517740
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_15,LSTM,15,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",6501.50194669,5.69192576,1.11676869,0.00578574,2.78091110,1.32672312,0.00578762
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_9,LSTM,9,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5733.33356452,5.83918262,3.55568876,0.01796051,27.54084436,4.25102525,0.01794828
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_16,LSTM,16,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",7418.07177949,6.21281767,1.10300579,0.00572424,2.74575825,1.31642711,0.00572603
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_10,LSTM,10,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",6977.02512693,6.39057922,3.34621299,0.01693556,24.75683847,3.98847627,0.01694429
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_17,LSTM,17,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529680, 240, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 240, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9706.57311034,9.98375225,1.11049692,0.00575865,2.86274501,1.33154898,0.00576117
Oct19-Sep20-Oct20-Dic20_F1Last,LinearRegression_0,LinearRegression,0,"{""n_jobs"": -1}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",12.27661157,0.26845431,1.13641050,0.00588120,2.87872787,1.34678117,0.00588338
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_11,LSTM,11,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9383.67576718,8.74003935,3.21235642,0.01635410,22.37986168,3.82520289,0.01636273
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_0,LSTM,0,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2731.82276869,2.71109104,1.09470732,0.00566378,2.66991351,1.30365468,0.00566458
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_1,LSTM,1,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3093.85908961,2.98173738,1.09001371,0.00564220,2.65039473,1.30133704,0.00564311
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_2,LSTM,2,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4163.70624638,4.58263564,1.09079008,0.00564070,2.65263198,1.30253289,0.00564149
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_12,LSTM,12,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",8701.89391303,8.19517541,3.07203241,0.01559480,20.29957707,3.65340454,0.01561229
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_3,LSTM,3,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",2685.46896386,2.62962413,1.10734226,0.00574334,2.72342304,1.31500436,0.00574466
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_4,LSTM,4,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",3023.06572437,2.87803578,1.09879777,0.00568905,2.67301038,1.30814143,0.00568978
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_5,LSTM,5,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 1, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4047.23813701,4.40159988,1.07590753,0.00557906,2.59086786,1.28612666,0.00557958
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_13,LSTM,13,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",10513.40963793,9.97721934,3.19597137,0.01622116,22.73112611,3.80961740,0.01622859
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_6,LSTM,6,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",6304.35706973,5.37938762,1.09451442,0.00566351,2.67698050,1.30702058,0.00566446
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_7,LSTM,7,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",7246.56434226,5.94564533,1.09523444,0.00566963,2.67709630,1.30997870,0.00567046
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_14,LSTM,14,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",14898.37460899,14.14357662,3.62677549,0.01838452,28.74670677,4.31168251,0.01838761
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_8,LSTM,8,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9369.85703087,9.58400440,1.07497936,0.00556528,2.57900864,1.28676447,0.00556594
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_15,LSTM,15,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",8574.34740901,8.17331338,3.56973234,0.01805610,27.48756298,4.27068311,0.01804575
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_9,LSTM,9,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",6119.41260672,5.18927860,1.10597784,0.00573372,2.73945610,1.31819648,0.00573496
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_16,LSTM,16,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",10298.33322239,9.52797866,3.61401335,0.01826143,28.07756051,4.31901519,0.01826265
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_10,LSTM,10,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",7034.51545596,5.79518938,1.08334266,0.00561500,2.63585541,1.29454152,0.00561562
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_11,LSTM,11,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 2, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9224.65268064,9.39392090,1.08399838,0.00562883,2.67553829,1.29823065,0.00562969
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_17,LSTM,17,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528960, 960, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 960, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",14432.29576516,13.39604807,3.26610761,0.01651502,23.46633747,3.88359673,0.01652493
Oct19-Sep20-Oct20-Dic20_F1Last,LinearRegression_0,LinearRegression,0,"{""n_jobs"": -1}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",104.46960974,1.08357143,2.71279001,0.01377449,17.08722105,3.20992063,0.01379768
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_0,LSTM,0,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4548.65180063,4.81624937,2.66507106,0.01353098,16.11893210,3.15365483,0.01355196
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_12,LSTM,12,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",10154.84201097,8.60747385,1.08786811,0.00563106,2.63368497,1.29915220,0.00563206
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_1,LSTM,1,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5583.93738222,5.75214624,2.63817216,0.01339569,15.69761964,3.12393384,0.01341589
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_13,LSTM,13,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",11466.74329352,9.43860936,1.07966952,0.00558001,2.57814023,1.29156861,0.00558100
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_2,LSTM,2,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",7888.83566761,7.96393871,2.63832804,0.01339731,15.72102494,3.12366236,0.01341623
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_3,LSTM,3,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",4242.12229466,4.46155834,3.71749668,0.01881874,30.44074291,4.43417231,0.01880110
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_4,LSTM,4,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",5080.64985538,4.97248650,3.53848612,0.01792073,26.73787927,4.21014341,0.01793269
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_14,LSTM,14,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",14701.73098707,15.47648716,1.07726229,0.00557608,2.58206635,1.28942645,0.00557694
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_5,LSTM,5,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 1, ""output_size"": 240, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",6531.96893287,6.21963668,3.53158161,0.01783804,27.32874251,4.21362895,0.01784497
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_15,LSTM,15,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9909.20357680,8.50311589,1.10660572,0.00572887,2.70398396,1.31437517,0.00572964
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_6,LSTM,6,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",8712.44572592,8.59694386,2.66532700,0.01352937,16.15984727,3.15670794,0.01354733
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_16,LSTM,16,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",11470.97219539,9.08144307,1.07791266,0.00559263,2.62404758,1.29037291,0.00559342
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_7,LSTM,7,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",10676.73839569,10.10699034,2.68174225,0.01363456,16.23542207,3.18064929,0.01365471
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_17,LSTM,17,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [529560, 360, 1], ""layers"": 3, ""output_size"": 60, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 60, ""Past history"": 360, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",14618.41600680,15.24102402,1.10381187,0.00573049,2.79344490,1.32287180,0.00573232
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_8,LSTM,8,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",15168.53638554,15.11018515,2.72404464,0.01385496,16.64865481,3.23047435,0.01387072
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_9,LSTM,9,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",8350.44936347,7.66576576,3.45322971,0.01747674,26.12278084,4.11997642,0.01747998
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_10,LSTM,10,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",9856.06474471,8.96280193,3.50512256,0.01772654,26.60070959,4.18389926,0.01772243
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_11,LSTM,11,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 2, ""output_size"": 240, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",13888.79404449,12.28358006,3.16026813,0.01595945,22.45130898,3.74709570,0.01598337
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_12,LSTM,12,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",12353.56035137,11.48278832,2.67344123,0.01358148,16.29120313,3.16878884,0.01359975
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_13,LSTM,13,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",15123.67818880,14.01565337,2.71641233,0.01380648,16.67967480,3.22463086,0.01382265
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_14,LSTM,14,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": true, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",21873.61955428,21.31938219,3.00583465,0.01527156,20.74926769,3.57414168,0.01528403
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_15,LSTM,15,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 32}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",12154.76884413,11.11663413,3.52135497,0.01777959,27.42188278,4.19201006,0.01776780
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_16,LSTM,16,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 64}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",14632.61182189,13.25281358,3.33371446,0.01686061,24.53135250,3.96898642,0.01686710
Oct19-Sep20-Oct20-Dic20_F1Last,LSTM_17,LSTM,17,"{""batch_size"": 512, ""dense_layers"": [], ""epochs"": 100, ""input_shape"": [528480, 1440, 1], ""layers"": 3, ""output_size"": 240, ""return_sequence"": false, ""units"": 128}","{""Forecasting horizon"": 240, ""Past history"": 1440, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",21931.44111204,19.43632174,3.51529006,0.01762125,29.16935736,4.14752568,0.01764545
Oct19-Sep20-Oct20-Dic20_F1Last,LinearRegression_0,LinearRegression,0,"{""n_jobs"": -1}","{""Forecasting horizon"": 15, ""Past history"": 30, ""Scaler"": ""MinMaxScaler"", ""Data frequency"": ""1min"", ""Number days test"": 90}",0.57930708,0.02480125,0.50071154,0.00330288,0.69863477,0.60166200,0.00330238
